Song_Id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,release_date,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2976,Le,Marlia Mendo,1,2022,12,9,993,4,267789608.0,30,84,88,1,28.0,130,F#,Major,2022-12-09,74.0,79.0,87.0,45.0,0.0,30.0,3.0
2982,Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958.0,247,54,5567,1,51.0,171,D,Major,2002-01-01,70.0,6.0,,1.0,0.0,36.0,26.0
2984,"Arcngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613.0,11,3,18,1,1.0,124,B,Minor,2023-03-22,72.0,79.0,78.0,55.0,0.0,,30.0
2987,Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8.0,96,F#,Minor,2022-10-12,70.0,40.0,51.0,35.0,0.0,10.0,4.0
2997,Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310.0,9,6,13,0,2.0,177,,Major,2022-10-21,34.0,39.0,16.0,97.0,0.0,12.0,5.0
2999,Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613.0,98,95,453,0,454.0,96,,Major,2004-07-13,86.0,74.0,80.0,33.0,0.0,8.0,6.0
3000,Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694.0,88,112,2163,5,519.0,108,D,Minor,2011-01-01,61.0,47.0,68.0,0.0,,13.0,3.0
3002,WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,34,54,34,0,2.0,140,D,Minor,2022-09-28,58.0,17.0,62.0,18.0,0.0,20.0,8.0
3009,Cheques,Shubh,1,2023,5,19,67,8,47956378.0,7,10,0,0,57.0,90,E,Minor,2023-05-19,74.0,36.0,63.0,26.0,0.0,27.0,5.0
3019,Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424.0,8,116,4,3,2.0,92,,Major,2021-06-11,81.0,39.0,60.0,31.0,0.0,7.0,3.0
3022,Prohibidox,Feid,1,2022,9,13,1473,12,185392587.0,25,36,25,1,0.0,180,C#,Minor,2022-09-13,65.0,52.0,80.0,5.0,0.0,6.0,25.0
3026,Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915.0,21,4,13,0,4.0,121,F#,Minor,2022-04-22,82.0,82.0,66.0,13.0,0.0,11.0,
3027,Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,328,70,1378,9,20.0,160,G,Major,2014-01-01,65.0,95.0,80.0,5.0,0.0,41.0,16.0
3028,Qu Mï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,92,34,131,0,0.0,102,G#,Major,2021-01-28,89.0,77.0,82.0,3.0,,17.0,11.0
3034,Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826.0,201,44,6551,2,0.0,146,D,Major,2011-08-16,63.0,88.0,93.0,3.0,0.0,10.0,8.0
3044,happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45.0,169,F#,Major,2021-05-21,39.0,36.0,45.0,81.0,0.0,8.0,13.0
3048,Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074.0,7,0,2094,0,0.0,95,G#,Major,2017-01-01,60.0,17.0,45.0,16.0,0.0,11.0,2.0
3049,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968.0,95,89,44,0,,206,,Minor,2021-11-19,58.0,83.0,45.0,36.0,0.0,,8.0
3053,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480.0,32,0,12,0,0.0,170,F,Minor,2022-01-05,70.0,61.0,44.0,40.0,0.0,37.0,4.0
3071,Far,SZA,1,2022,12,9,680,0,51641685.0,2,15,1,0,0.0,116,D,Major,2022-12-09,71.0,63.0,,45.0,0.0,11.0,3.0
3072,Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200,0,2.0,140,E,Minor,2019-12-13,45.0,25.0,,21.0,0.0,,6.0
3078,Kill Bill,SZA,1,2022,12,8,8109,77,1163093654.0,183,162,161,12,187.0,89,G#,Major,2022-12-08,64.0,43.0,73.0,,17.0,16.0,
3081,Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870.0,57,97,35,0,429.0,98,G#,Major,2023-03-24,71.0,67.0,60.0,19.0,0.0,12.0,3.0
3085,Tï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664.0,27,17,73,4,167.0,130,B,Major,2023-05-04,86.0,59.0,96.0,50.0,,9.0,5.0
3086,Bye,Peso Pluma,1,2023,5,26,324,14,95053634.0,13,110,8,2,60.0,122,,Major,2023-05-26,78.0,70.0,81.0,57.0,0.0,10.0,5.0
3089,Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874.0,24,122,282,3,368.0,150,D,Major,2011-01-01,60.0,77.0,78.0,45.0,0.0,12.0,6.0
3090,My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938.0,115,53,286,0,0.0,147,,Major,2000-11-07,,69.0,72.0,17.0,0.0,19.0,3.0
3091,Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633.0,41,100,59,1,32.0,117,C#,Major,2017-04-28,61.0,45.0,69.0,2.0,0.0,9.0,3.0
3092,One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276.0,68,18,75,0,1.0,97,C#,Major,2021-11-05,68.0,72.0,78.0,4.0,0.0,7.0,5.0
3093,Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818.0,104,120,141,26,49.0,92,C#,Minor,2022-05-06,91.0,43.0,,9.0,,9.0,8.0
3094,Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835.0,6,3,15,0,0.0,110,,Major,2022-10-21,48.0,15.0,31.0,80.0,22.0,12.0,4.0
3097,I Love You So,The Walters,1,2014,11,28,7536,7,972164968.0,44,19,135,0,6.0,76,A#,Major,2014-11-28,58.0,46.0,67.0,65.0,,13.0,4.0
3098,After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0.0,140,G#,Major,2014-08-08,58.0,4.0,60.0,7.0,41.0,8.0,3.0
3099,I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420.0,241,127,458,37,332.0,140,,Major,2022-05-13,71.0,82.0,81.0,11.0,0.0,6.0,5.0
3103,(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440.0,0,0,109,17,0.0,130,G,Minor,2023-06-15,,66.0,65.0,5.0,0.0,25.0,14.0
3108,Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4.0,120,G#,Minor,2022-02-06,81.0,72.0,65.0,,0.0,14.0,4.0
3111,You Belong With Me (Taylors Ve,Taylor Swift,1,2021,4,9,2619,12,350381515.0,47,90,1,0,7.0,130,F#,Major,2021-04-09,63.0,49.0,,5.0,0.0,9.0,3.0
3114,traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859.0,85,43,134,0,,176,D#,Major,2021-05-21,29.0,12.0,33.0,68.0,,12.0,5.0
3117,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613.0,203,1,8215,0,0.0,116,F#,Minor,2013-01-01,79.0,87.0,81.0,4.0,0.0,10.0,4.0
3121,Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937.0,45,2,26,0,1.0,102,C#,Major,2022-06-10,73.0,62.0,75.0,0.0,0.0,34.0,8.0
3122,Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234.0,43,100,54,14,187.0,100,B,Major,2023-03-31,86.0,67.0,66.0,14.0,0.0,12.0,
3123,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.0,2,4,6,0,0.0,85,F,Minor,2022-09-14,65.0,,47.0,31.0,0.0,12.0,10.0
3124,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728.0,336,188,2692,3,30.0,103,B,Minor,2017-02-22,61.0,47.0,65.0,3.0,0.0,17.0,4.0
3125,Envolver,Anitta,1,2021,11,11,4673,2,546191065.0,123,113,180,1,4.0,92,E,Minor,2021-11-11,83.0,90.0,64.0,35.0,5.0,9.0,4.0
3130,Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,69,76,335,0,,147,,Minor,2015-01-01,51.0,62.0,79.0,22.0,13.0,14.0,3.0
3132,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135.0,114,74,262,0,0.0,92,D,Major,1963-11-22,53.0,84.0,77.0,40.0,0.0,32.0,3.0
3135,Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445.0,133,92,2733,1,26.0,85,F,Major,2013-01-01,55.0,42.0,53.0,17.0,0.0,22.0,3.0
3138,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729.0,16,0,9,0,0.0,83,D#,Minor,2022-10-14,65.0,24.0,53.0,6.0,0.0,51.0,4.0
3139,Worst Day,Future,1,2022,2,11,910,0,50746620.0,20,3,24,0,0.0,89,C#,Major,2022-02-11,65.0,,60.0,11.0,0.0,10.0,40.0
3143,POP!,Nayeon,1,2022,6,24,571,0,213505179.0,19,21,14,0,2.0,97,D,Major,2022-06-24,80.0,36.0,,4.0,0.0,3.0,5.0
3157,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1.0,120,D,Major,2022-10-21,69.0,40.0,39.0,41.0,0.0,13.0,6.0
3158,Aint Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,4,20,0,0,0.0,121,F#,Minor,2023-03-03,64.0,67.0,80.0,0.0,0.0,,3.0
3159,Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963.0,15,15,6,0,0.0,106,F,Major,2023-05-26,67.0,,78.0,15.0,0.0,,4.0
3162,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671.0,10,41,20,0,1.0,94,B,Major,2023-03-02,82.0,53.0,67.0,34.0,0.0,9.0,8.0
3164,Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348.0,63,8,270,2,105.0,148,G,Major,2022-05-03,51.0,21.0,63.0,5.0,0.0,41.0,3.0
3166,LA FAMA (with The Weeknd),"The Weeknd, ROSAL",2,2021,11,11,4640,3,374706940.0,81,93,507,6,4.0,136,,Minor,2021-11-11,77.0,82.0,30.0,95.0,0.0,13.0,5.0
3172,Blank Space,Taylor Swift,1,2014,1,1,11434,53,1355959075.0,154,123,410,2,81.0,96,F,Major,2014-01-01,75.0,,,9.0,0.0,13.0,6.0
3187,Feliz Cumpleaos Fe,Feid,1,2022,8,19,3430,38,601863821.0,45,69,52,4,3.0,95,F,Major,2022-08-19,87.0,57.0,55.0,10.0,0.0,29.0,7.0
3188,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045.0,73,45,119,0,0.0,100,B,Minor,2022-05-27,82.0,76.0,70.0,16.0,0.0,8.0,5.0
3192,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0.0,108,A#,Minor,1985-09-16,63.0,20.0,55.0,72.0,0.0,6.0,6.0
3201,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764.0,72,64,64,6,3.0,102,B,Minor,2022-07-25,83.0,58.0,83.0,21.0,0.0,10.0,5.0
3202,good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593.0,259,55,461,1,,166,F#,Minor,2021-05-14,56.0,68.0,66.0,28.0,0.0,11.0,18.0
3215,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871.0,13,27,8,0,0.0,120,E,Major,2021-11-19,72.0,54.0,71.0,26.0,0.0,10.0,4.0
3220,Circles,Post Malone,1,2019,8,30,19664,16,2132335812.0,391,73,633,3,37.0,120,,Major,2019-08-30,70.0,59.0,75.0,24.0,0.0,9.0,4.0
3223,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,,16,0,54,0,0.0,110,A,Major,1970-01-01,53.0,75.0,,7.0,0.0,17.0,3.0
3226,Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104.0,3,7,13,0,1.0,134,G,Major,2022-05-13,78.0,51.0,43.0,69.0,0.0,14.0,9.0
3227,Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3.0,135,A,Minor,2022-01-07,70.0,60.0,,4.0,0.0,16.0,3.0
3229,Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0.0,92,G#,Minor,2021-06-25,91.0,79.0,66.0,32.0,0.0,9.0,16.0
3230,"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2028,6,1,293,8,11956641.0,5,2,30,2,66.0,133,B,Minor,2028-06-01,93.0,68.0,65.0,42.0,0.0,12.0,25.0
3231,Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087.0,234,71,543,18,,141,D,Major,2021-09-09,79.0,82.0,,28.0,0.0,4.0,9.0
3234,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385.0,14,0,11,0,0.0,82,A#,Major,2022-03-31,79.0,48.0,84.0,13.0,0.0,21.0,23.0
3236,I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,15,17,0,0,0.0,144,D,Major,2023-01-31,68.0,83.0,81.0,9.0,0.0,8.0,4.0
3244,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607.0,26,98,4,0,0.0,94,,Major,2022-07-17,58.0,44.0,57.0,57.0,0.0,10.0,3.0
3245,Thinkin B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,22,101,0,0,66.0,140,D#,Minor,2023-03-03,66.0,43.0,76.0,49.0,0.0,12.0,3.0
3254,Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0.0,86,A,Minor,2022-01-07,28.0,13.0,41.0,50.0,0.0,19.0,3.0
3262,Conexes de Mfia (feat. Rich,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241.0,17,7,41,1,29.0,117,F#,Minor,2023-04-30,24.0,76.0,60.0,77.0,0.0,12.0,
3264,San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912.0,5,0,5,0,0.0,92,G,Major,2019-11-07,58.0,27.0,36.0,86.0,0.0,9.0,3.0
3276,Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031.0,7,21,2,0,0.0,95,F,Minor,2020-07-24,84.0,49.0,72.0,8.0,,15.0,8.0
3279,positions,Ariana Grande,1,2020,10,23,8207,0,1252563873.0,175,55,95,0,2.0,144,,Major,2020-10-23,73.0,66.0,80.0,44.0,0.0,9.0,12.0
3283,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472.0,34,3,30,0,0.0,147,G#,Minor,2022-02-11,47.0,50.0,80.0,10.0,0.0,32.0,38.0
3288,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38.0,101,F,Major,2022-06-03,74.0,43.0,69.0,12.0,0.0,12.0,7.0
3293,Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534.0,61,96,790,2,116.0,94,F,Major,2017-03-21,37.0,17.0,47.0,2.0,46.0,11.0,3.0
3301,LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345.0,19,117,8,1,74.0,128,A,Minor,2023-06-22,75.0,79.0,63.0,33.0,0.0,15.0,4.0
3304,Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353.0,116,84,114,18,348.0,96,D,Major,2022-10-12,54.0,25.0,74.0,14.0,0.0,9.0,11.0
3305,Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848.0,60,96,71,0,115.0,101,A#,Major,2022-04-22,34.0,32.0,57.0,78.0,0.0,20.0,
3306,Punto G,Quevedo,1,2022,11,4,1985,35,381161027.0,34,26,37,5,1.0,92,B,Minor,2022-11-04,75.0,55.0,76.0,,0.0,,15.0
3313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601.0,5,48,2,1,9.0,142,G,Minor,2023-03-14,70.0,76.0,79.0,26.0,0.0,11.0,7.0
3316,SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594.0,42,51,32,0,0.0,80,B,Major,2022-02-22,47.0,33.0,83.0,18.0,0.0,10.0,5.0
3319,Normal,Feid,1,2022,7,8,2461,36,459276435.0,47,66,45,5,6.0,170,E,Minor,2022-07-08,69.0,70.0,89.0,4.0,0.0,49.0,3.0
3320,El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395.0,7,71,4,2,13.0,140,G,Minor,2023-01-27,79.0,,46.0,5.0,0.0,11.0,7.0
3329,Chemical,Post Malone,1,2023,4,14,2528,39,172825906.0,56,91,59,3,486.0,170,D,Major,2023-04-14,50.0,37.0,90.0,,0.0,12.0,5.0
3330,Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408.0,125,36,150,0,,130,C#,Major,2021-06-11,66.0,19.0,61.0,30.0,0.0,9.0,7.0
3331,lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893.0,221,96,1078,2,136.0,115,E,Minor,2017-08-11,35.0,12.0,,93.0,0.0,,
3335,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154.0,82,G#,Major,2022-08-05,40.0,39.0,64.0,21.0,0.0,7.0,7.0
3336,Too Late,SZA,1,2022,12,8,714,0,49262961.0,0,9,2,0,0.0,128,B,Major,2022-12-08,45.0,35.0,68.0,78.0,0.0,39.0,8.0
3337,Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549.0,10,6,7,1,9.0,100,B,Minor,2022-11-04,70.0,92.0,59.0,3.0,0.0,10.0,3.0
3340,You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250.0,83,9,100,0,4.0,129,G#,Major,2021-06-24,72.0,67.0,72.0,0.0,0.0,13.0,4.0
3346,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487.0,1,0,29,0,0.0,95,B,Major,1979-11-16,75.0,74.0,58.0,36.0,,9.0,3.0
3347,Chance,Paulo Londra,1,2022,4,6,225,0,89566512.0,11,0,7,0,0.0,138,C#,Minor,2022-04-06,72.0,22.0,46.0,24.0,0.0,9.0,6.0
3354,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2.0,133,D,Major,2022-08-12,95.0,91.0,89.0,6.0,0.0,31.0,24.0
3362,Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817.0,116,207,125,12,548.0,170,A,Major,2019-08-23,55.0,58.0,72.0,11.0,0.0,11.0,15.0
3364,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,2020-09-03,81.0,59.0,90.0,5.0,0.0,36.0,3.0
3366,Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,0,0,0.0,94,C#,Major,2021-11-11,52.0,68.0,69.0,13.0,0.0,33.0,8.0
3367,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48.0,94,A,Major,2022-11-05,59.0,44.0,,80.0,0.0,6.0,
3370,Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253.0,43,36,46,13,4.0,140,G#,Minor,2021-11-19,51.0,66.0,53.0,60.0,0.0,11.0,18.0
3380,Malvadï¿,"Xam, Gustah, Neo B",3,2021,11,30,648,1,240684449.0,14,3,81,0,0.0,133,F#,Minor,2021-11-30,82.0,52.0,61.0,38.0,0.0,14.0,27.0
3383,Caile,Luar La L,1,2020,12,18,1494,2,273914335.0,17,12,15,0,0.0,122,,Major,2020-12-18,70.0,46.0,76.0,30.0,0.0,9.0,45.0
3388,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004.0,122,11,201,0,1.0,124,G#,Minor,2021-08-13,79.0,79.0,84.0,2.0,0.0,5.0,5.0
3389,Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006.0,45,1,80,0,12.0,89,,Minor,2019-06-21,46.0,43.0,43.0,23.0,8.0,8.0,22.0
3395,Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112.0,34,222,43,13,418.0,148,F,Minor,2023-03-16,67.0,83.0,76.0,48.0,0.0,8.0,3.0
3398,Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737.0,211,74,929,0,129.0,117,C#,Major,1983-01-06,82.0,73.0,45.0,54.0,0.0,7.0,
3402,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538.0,1,0,9,0,0.0,110,F#,Minor,2023-05-26,,32.0,,81.0,0.0,11.0,3.0
3404,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,54,70,1089,2,1.0,92,D,Major,2013-01-01,70.0,81.0,63.0,4.0,0.0,,4.0
3405,La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783.0,52,42,100,0,0.0,93,C#,Major,2020-02-29,74.0,59.0,,,0.0,8.0,5.0
3406,Forever,Labrinth,1,2019,10,4,3618,0,282883169.0,21,86,138,0,2.0,80,E,Minor,2019-10-04,56.0,19.0,46.0,92.0,72.0,,3.0
3407,she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.0,105,12,51,0,12.0,160,D,Minor,2022-02-04,,65.0,64.0,1.0,,12.0,4.0
3411,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0.0,105,A,Major,2021-09-24,59.0,60.0,94.0,24.0,0.0,10.0,4.0
3414,cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557.0,106,112,142,4,215.0,130,,Minor,2020-07-24,61.0,,58.0,55.0,0.0,27.0,4.0
3417,DARARI,Treasure,1,2022,2,15,328,0,182978249.0,10,21,7,0,9.0,85,,Major,2022-02-15,72.0,55.0,64.0,49.0,0.0,7.0,4.0
3418,Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165.0,17,119,19,2,266.0,88,G,Minor,2022-12-02,,17.0,71.0,15.0,0.0,11.0,5.0
3422,Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446.0,187,99,4623,1,0.0,129,E,Minor,2013-09-13,57.0,41.0,66.0,63.0,0.0,12.0,5.0
3423,Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234.0,67,213,88,17,946.0,141,C#,Major,2023-06-01,92.0,66.0,58.0,19.0,0.0,8.0,24.0
3425,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651.0,10,72,8,3,14.0,149,G#,Major,2022-12-01,66.0,85.0,60.0,40.0,0.0,14.0,13.0
3427,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396.0,73,79,123,0,0.0,96,A,Major,1942-01-01,23.0,19.0,25.0,91.0,0.0,40.0,3.0
3432,Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074.0,672,199,3421,20,,171,C#,Major,2019-11-29,50.0,38.0,80.0,0.0,0.0,9.0,7.0
3436,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,12,117,9,5,3.0,136,B,Minor,2022-11-24,77.0,79.0,73.0,15.0,0.0,27.0,10.0
3441,Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912.0,86,14,80,0,37.0,123,D,Major,2022-09-29,57.0,50.0,85.0,5.0,0.0,,4.0
3444,Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9.0,142,F,Major,2021-10-14,79.0,70.0,36.0,0.0,,6.0,11.0
3445,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089.0,18,82,0,0,5.0,95,A#,Major,2004-05-04,81.0,56.0,70.0,4.0,0.0,5.0,24.0
3451,Dynamite,BTS,1,2020,8,21,8528,5,1692897992.0,239,163,583,0,,114,F#,Minor,2020-08-21,75.0,74.0,77.0,1.0,0.0,9.0,10.0
3453,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832.0,79,13,93,0,17.0,160,G#,Minor,2022-05-06,80.0,74.0,60.0,8.0,0.0,14.0,26.0
3458,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666.0,145,111,213,11,810.0,128,G,Major,2023-04-06,60.0,23.0,91.0,0.0,0.0,12.0,3.0
3459,Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576.0,0,0,3,0,0.0,118,F,Minor,2022-05-13,66.0,83.0,,84.0,0.0,19.0,
3460,CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144.0,52,66,55,1,16.0,115,F,Minor,2022-11-13,70.0,57.0,57.0,9.0,20.0,11.0,7.0
3466,STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922.0,492,99,798,31,0.0,170,C#,Major,2021-07-09,59.0,48.0,76.0,4.0,0.0,10.0,5.0
3473,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599.0,173,79,175,0,168.0,125,C#,Minor,2022-03-14,84.0,70.0,69.0,1.0,0.0,5.0,5.0
3475,Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831.0,18,51,1005,0,0.0,130,E,Minor,2002-05-26,80.0,64.0,76.0,2.0,0.0,20.0,6.0
3481,295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246.0,4,106,0,0,7.0,90,B,Minor,2021-05-15,68.0,54.0,76.0,21.0,0.0,11.0,20.0
3485,Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925.0,26,2,30,0,0.0,118,,Major,2022-05-20,42.0,32.0,20.0,94.0,0.0,11.0,4.0
3486,Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767.0,27,27,29,1,1.0,150,G#,Minor,2019-05-10,90.0,,14.0,67.0,35.0,11.0,10.0
3487,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0.0,116,G#,Minor,2022-12-12,77.0,65.0,80.0,6.0,0.0,15.0,4.0
